DOMAIN	ACCESSION	Exophiala_alcalophila	Exophiala_crusticola	Exophiala_lecanii-corni	Exophiala_mesophila	Exophiala_sideris	Exophiala_spinifera	Exophiala_viscosa	Exophiala_xenobiotica
EFR3	PF21072.2	1	1	1	1	1	1	1	1
Integrase_H2C2	PF17921.6	1	1	1	1	2	0	1	2
HNH_2	PF13391.11	1	3	2	1	0	1	0	1
ADP_ribosyl_GH	PF03747.19	1	1	2	0	1	2	1	1
Topoisom_I	PF01028.25	1	1	0	1	2	1	2	1
UvrD_C	PF13361.11	1	1	1	1	1	1	1	1
FAD_binding-like	PF22607.1	2	0	1	0	2	0	2	2
PGM_PMM_III	PF02880.21	1	1	1	1	2	1	1	1
CobW_C	PF07683.19	0	1	1	2	1	2	1	1
PRS7_OB	PF21236.2	1	1	1	2	1	2	0	1
SQHop_cyclase_C	PF13243.11	1	2	1	1	1	1	1	1
PLU-1	PF08429.16	1	1	1	1	1	1	1	2
AHSA1	PF08327.16	3	1	1	1	1	1	1	0
Vac14_Fab1_bd	PF12755.12	0	1	2	2	1	1	1	1
zf-GRF	PF06839.17	1	0	1	1	2	1	2	1
Peptidase_M16_M	PF16187.10	1	1	2	1	1	1	1	1
Tau95	PF09734.14	1	1	1	1	2	1	1	1
Anoctamin_N	PF20877.2	1	1	1	2	1	1	1	1
D-ser_dehydrat	PF14031.11	1	1	1	1	2	1	1	1
Rogdi_lz	PF10259.14	1	1	1	1	1	1	1	1
AAA_7	PF12775.12	1	1	1	2	1	1	1	1
Orn_Arg_deC_N	PF02784.21	1	1	2	1	1	1	1	1
MaoC_dehydrat_N	PF13452.11	1	1	1	1	1	1	2	1
PS_pyruv_trans	PF04230.18	1	0	0	0	3	2	1	2
PH_9	PF15410.11	1	1	1	2	1	1	1	1
WHIM1	PF15612.11	0	2	1	1	1	1	1	2
SAGA-Tad1	PF12767.12	1	1	1	1	1	1	1	1
Viral_helicase1	PF01443.23	1	1	1	1	1	2	1	1
SUN	PF03856.18	1	1	2	1	1	2	0	1
Anoctamin	PF04547.17	1	1	1	2	1	1	1	1
Arylesterase	PF01731.25	1	1	1	2	2	0	1	1
Ureidogly_lyase	PF04115.17	2	0	0	0	2	1	2	2
Nic96	PF04097.19	1	1	1	2	1	1	1	1
Chal_sti_synt_N	PF00195.24	1	1	1	1	2	1	1	1
HD_3	PF13023.11	1	1	1	1	1	1	1	2
DUF3292	PF11696.13	1	1	1	1	1	1	1	1
Con-6	PF10346.14	0	0	0	0	1	0	1	2
Vps26	PF03643.20	1	1	1	1	1	2	1	1
Fig1	PF12351.13	1	1	1	1	2	1	1	1
Thioredoxin_4	PF13462.11	1	1	1	1	1	1	1	2
ICMT	PF04140.19	1	1	0	1	2	2	1	1
Lgl_C	PF08596.15	1	2	1	1	1	1	1	1
Peptidase_C65	PF10275.14	1	1	1	1	1	1	1	1
PAZ	PF02170.27	1	1	2	1	1	1	1	1
GPR_Gpa2_C	PF11970.13	2	2	0	1	1	1	1	1
TehB	PF03848.19	0	1	2	1	1	1	1	2
Upf2	PF04050.19	1	1	1	1	1	0	1	1
PAS_8	PF13188.12	1	2	1	1	1	1	1	1
POLH-Rev1_HhH	PF21704.2	1	1	2	1	1	1	1	1
Inv-AAD	PF18785.6	1	0	0	1	2	0	2	3
TRAPPC9-Trs120	PF08626.16	1	1	2	1	1	1	1	1
UPF0261	PF06792.16	1	1	1	1	1	1	1	1
DUF1749	PF08538.15	1	1	1	1	1	1	1	1
DUF1932	PF09130.16	1	1	1	1	1	1	1	2
GalP_UDP_transf	PF01087.27	1	1	1	1	1	2	1	1
BSP	PF04450.17	1	1	2	1	1	1	1	1
GalP_UDP_tr_C	PF02744.22	1	1	1	1	1	2	1	1
Orn_DAP_Arg_deC	PF00278.27	1	1	2	1	1	1	1	1
Ndc1_Nup	PF09531.15	1	1	1	1	1	1	1	1
Ams1-like_1st	PF22907.1	1	1	1	1	2	1	1	1
Bgal_small_N	PF02929.22	1	1	3	0	1	1	1	1
PGM_PMM_II	PF02879.21	1	1	1	1	2	1	1	1
POLQ_helical	PF21099.2	1	1	1	1	1	1	1	1
DUF6606	PF20255.3	0	1	2	0	2	1	2	1
Yae1_N	PF09811.14	0	2	1	1	1	1	1	2
AD	PF09793.14	1	1	2	1	1	1	1	1
Malt_amylase_C	PF16657.10	1	1	1	1	1	1	2	1
PIG-L	PF02585.22	1	1	0	1	2	1	2	1
NifU_N	PF01592.21	1	1	1	1	1	1	1	1
ZT_dimer	PF16916.10	1	1	1	1	1	1	1	2
Anticodon_3	PF19303.4	2	1	2	1	1	0	1	1
LYRM2-like	PF20263.3	2	2	1	0	1	0	2	1
MKT1_C	PF12246.13	1	1	1	1	1	1	1	1
NUP	PF06516.16	1	0	0	0	3	2	2	1
TruD	PF01142.23	1	1	1	1	1	1	1	1
SQHop_cyclase_N	PF13249.11	1	2	1	1	1	1	1	1
GCS	PF03074.21	1	1	1	1	2	0	2	0
PNTB	PF02233.21	1	1	2	1	1	1	1	1
Phosphorylase	PF00343.25	1	1	1	1	1	2	1	1
Maf1	PF09174.15	1	1	2	1	1	1	1	1
Skp1	PF01466.24	1	1	2	1	1	1	1	1
K_trans_C	PF22776.1	1	1	1	0	2	1	2	1
CHD5	PF04420.19	1	1	1	1	1	1	1	1
PGA2	PF07543.17	2	1	1	1	1	1	1	1
F-actin_cap_A	PF01267.22	1	1	1	1	1	1	1	1
Hus1	PF04005.17	1	1	2	1	1	1	1	1
EcKL	PF02958.25	2	1	3	0	1	0	0	1
7tm_2	PF00002.29	2	1	1	1	1	1	1	1
RRP36	PF06102.17	1	1	1	1	0	1	2	1
HTH_3	PF01381.27	1	1	1	2	1	1	1	1
Acetyltransf_9	PF13527.12	1	2	1	1	0	1	2	1
V-ATPase_H_N	PF03224.19	1	1	1	1	1	1	1	1
NMT1	PF09084.16	0	0	0	1	1	2	2	2
S-methyl_trans	PF02574.21	1	1	2	1	1	1	1	1
IPPT	PF01715.22	1	1	1	1	1	1	1	1
LMWPc	PF01451.26	2	1	1	1	1	1	1	1
eIF3_N	PF09440.15	1	1	1	1	1	1	1	1
MoeA_N	PF03453.22	0	2	1	0	2	1	2	1
Polyketide_cyc2	PF10604.14	1	2	2	1	0	1	1	1
Chal_sti_synt_C	PF02797.20	1	1	1	1	2	1	1	1
ATP-synt	PF00231.24	1	1	1	1	1	1	1	1
GSHPx	PF00255.24	1	1	1	1	1	1	1	1
NUDIX_2	PF13869.11	1	1	1	1	1	0	1	1
SOR_SNZ	PF01680.22	1	1	1	1	1	1	1	1
NMD3	PF04981.18	1	1	1	1	1	1	1	1
DUF2841	PF11001.13	1	1	1	1	1	1	0	1
BolA	PF01722.23	1	1	1	1	1	1	1	1
PIN_9	PF18477.6	1	1	1	1	1	1	1	1
DUF4743	PF15916.10	1	1	1	1	1	1	1	1
Pan3_PK	PF18101.6	1	1	1	1	1	1	1	1
PANTS-like	PF11326.13	1	1	1	1	1	1	1	1
RIX1	PF08167.17	1	1	1	1	1	1	1	1
XPA_C	PF05181.17	1	1	1	1	1	1	1	1
zf-C2HE	PF16278.10	1	1	1	1	1	1	1	1
Rho_GDI	PF02115.22	1	1	1	1	1	1	1	1
Rgp1	PF08737.15	1	1	1	1	1	1	1	1
NPC1_N	PF16414.10	1	1	1	1	1	1	1	1
Ribosomal_L23eN	PF03939.18	1	1	1	1	1	1	1	1
RNA_pol_Rpb6	PF01192.27	1	1	1	1	1	1	1	1
DHBP_synthase	PF00926.24	1	1	1	1	1	1	1	1
Transcrip_reg	PF01709.25	1	1	1	1	1	1	1	1
LIAS_N	PF16881.10	1	1	1	1	1	1	1	1
CRM1_repeat_3	PF18787.6	1	1	1	1	1	1	1	1
PRP38	PF03371.20	1	1	1	1	1	1	1	1
RPOL_N	PF14700.11	1	1	1	1	1	1	1	1
MZB	PF09369.15	1	1	1	1	1	1	1	1
STE	PF02200.21	1	1	1	1	1	1	1	1
DUF34_NIF3	PF01784.23	1	1	1	1	1	1	1	1
Melibiase_C	PF17801.6	1	0	1	1	2	1	1	1
ATP-synt_ab_Xtn	PF16886.10	1	1	1	1	1	1	1	1
PNP_phzG_C	PF10590.14	1	1	1	1	2	0	1	1
Fuz_longin_1	PF19036.5	1	1	1	1	1	1	1	1
DUF4210	PF13915.11	1	1	1	1	1	1	1	1
ANAPC10	PF03256.21	1	1	1	1	1	1	1	1
HCS_D2	PF22617.1	1	1	1	1	1	1	1	1
vATP-synt_AC39	PF01992.21	1	1	1	1	1	1	1	1
NifU	PF01106.22	1	1	1	1	1	1	1	1
Tom22	PF04281.18	1	1	1	1	1	1	1	1
PRKCSH_1	PF13015.11	1	1	1	1	1	1	1	1
PK	PF00224.26	1	1	1	1	1	1	1	1
SF3b10	PF07189.16	1	1	1	1	1	1	1	1
Arv1	PF04161.18	1	1	1	1	1	1	1	1
Glyco_transf_24	PF18404.6	1	1	1	1	1	1	1	1
USP8_dimer	PF08969.16	1	1	1	1	1	1	1	1
LARP1_HEAT	PF21071.2	1	1	1	1	1	1	1	1
PDH_C	PF20463.3	1	1	1	1	1	1	1	1
YJL171C_Tos1_N	PF10290.14	1	1	1	1	1	1	1	1
DUF4484	PF14831.11	1	1	1	1	1	1	0	1
DUF2406	PF10295.14	1	1	1	1	1	1	1	1
RRM_Rrp7	PF17799.6	1	1	1	1	1	1	1	1
Radical_SAM_C	PF16199.10	1	1	1	1	1	1	1	1
Rad60-SLD_2	PF13881.11	2	1	2	1	0	1	1	0
HbrB	PF08539.16	1	1	1	1	1	1	1	1
FIT	PF10261.14	1	1	1	1	1	1	1	1
eIF3g	PF12353.13	1	1	1	1	1	1	1	1
P34-Arc	PF04045.19	1	1	1	1	1	1	1	1
Glyco_hydro_81	PF03639.18	1	1	1	1	1	1	1	1
Peptidase_C78	PF07910.18	1	1	1	1	1	1	1	1
Ferrochelatase	PF00762.24	1	1	1	1	1	1	1	1
CybS	PF05328.17	1	1	1	1	1	1	1	1
Arginosuc_syn_C	PF20979.2	1	1	1	1	1	1	1	1
Vac7	PF12751.12	1	1	1	1	1	1	1	1
HMG-CoA_red	PF00368.23	1	1	1	1	1	1	1	1
Tubulin_3	PF14881.11	1	1	1	1	1	1	1	1
HAT_KAT11	PF08214.16	1	1	1	1	1	1	1	1
Ribosomal_S11	PF00411.24	1	1	1	1	1	1	1	1
GATase_2	PF00310.26	1	1	1	1	1	1	1	1
Ribosomal_L18	PF17135.9	1	1	1	1	1	1	1	1
Ribosomal_L28	PF00830.24	1	1	1	1	1	1	1	1
PGAP2IP_TM_2nd	PF23021.1	1	1	1	1	1	1	1	1
ORMDL	PF04061.19	1	1	1	1	1	1	1	1
Ribos_L4_asso_C	PF14374.11	1	1	1	1	1	1	1	1
CBM_48	PF02922.23	1	1	1	1	1	1	1	1
COX5A	PF02284.21	1	1	1	1	1	1	1	1
EIF_2_alpha	PF07541.17	1	1	1	1	1	1	1	1
Alpha_adaptin_C	PF02296.21	1	1	1	1	1	1	1	1
KH_6	PF15985.10	1	1	1	1	1	1	1	1
BRO1	PF03097.23	1	1	2	1	1	1	0	1
UNC45-central	PF11701.13	1	1	1	1	1	1	1	1
DAGAT	PF03982.18	1	1	1	1	1	1	1	1
POLR3C_WHD	PF22536.1	1	1	1	1	1	1	1	1
SOS1_NGEF_PH	PF22697.1	1	1	1	1	1	1	1	1
PGM_PMM_IV	PF00408.25	1	1	1	1	1	1	1	1
GatB_Yqey	PF02637.23	1	1	1	1	1	1	1	1
IBB	PF01749.25	1	1	1	1	1	1	1	1
APG6_N	PF17675.6	1	1	1	1	1	1	1	1
RNA_pol_Rpb5_C	PF01191.24	1	1	1	1	1	1	1	1
Topoisom_bac	PF01131.25	1	1	1	1	1	1	1	1
RRP7	PF12923.12	1	1	1	1	1	1	1	1
Acetyltransf_13	PF13880.11	1	1	1	1	1	1	1	1
PUA_2	PF14306.11	1	1	1	1	1	1	1	1
vATP-synt_E	PF01991.23	1	1	1	1	1	1	1	1
Arb2	PF22749.1	1	1	1	1	1	1	1	1
GPP34	PF05719.16	1	1	1	1	1	1	1	1
Mpo1-like	PF06127.16	1	1	1	1	1	1	1	1
UCR_14kD	PF02271.21	1	1	1	1	1	1	1	1
Chromosome_seg	PF13889.11	1	1	1	1	1	1	1	1
Elongin_A	PF06881.16	1	1	1	1	1	1	1	1
DSPn	PF14671.11	1	1	1	1	1	1	1	1
BCAS2	PF05700.16	1	1	1	1	1	1	1	1
MIOS_WD40	PF21720.2	1	1	1	1	1	1	1	1
Ada_Zn_binding	PF02805.21	0	0	1	1	2	1	2	1
DYN_lid	PF22597.1	1	1	1	1	1	1	1	1
tRNA_synthFbeta	PF17759.6	1	1	1	1	1	1	1	1
Cox20	PF12597.13	1	1	1	1	1	1	1	1
Peroxin-3	PF04882.17	1	1	1	1	1	1	1	1
Isy1	PF06246.17	1	1	1	1	1	1	1	1
Adenylsucc_synt	PF00709.26	1	1	1	1	1	1	1	1
Glyco_hydro_5_C	PF18564.6	1	1	1	1	1	1	1	1
RFX_DNA_binding	PF02257.20	1	1	1	1	1	1	1	1
UPF0113_N	PF17833.6	1	1	1	1	1	1	1	1
Hat1_N	PF10394.14	1	1	1	1	1	1	1	1
Iml2-TPR_39	PF10300.14	1	2	0	1	1	1	1	1
Fer4_4	PF12800.12	1	1	1	1	1	1	1	1
BCCIP	PF13862.11	1	1	1	1	1	1	1	1
Rep_fac-A_C	PF08646.15	1	1	1	1	1	1	1	1
PCRF	PF03462.23	1	1	1	1	1	1	1	1
Cytochrom_C1	PF02167.20	1	1	1	1	1	1	1	1
MRP-L47	PF06984.18	1	1	1	1	1	1	1	1
CtaG_Cox11	PF04442.19	1	1	1	1	1	1	1	1
NDUS4	PF04800.17	1	1	1	1	1	1	1	1
ERO1	PF04137.20	1	1	1	1	1	1	1	1
DHC_N1	PF08385.17	1	1	1	1	1	1	1	1
MRP-L46	PF11788.13	1	1	1	1	1	1	1	1
Hid1	PF12722.12	1	1	1	1	1	1	1	1
Trypsin	PF00089.31	1	1	0	0	1	2	1	2
Mitofilin	PF09731.14	1	0	1	1	1	1	1	1
Importin_rep_5	PF18816.6	1	1	1	1	1	1	1	1
Vps8	PF12816.12	1	1	1	1	1	1	1	1
Gcn1_N	PF12074.13	1	1	1	1	1	1	1	1
MCP1_TM	PF07950.16	1	1	1	1	1	1	1	1
Ribosomal_L13e	PF01294.23	1	1	1	1	1	1	1	1
Nucleopor_Nup85	PF07575.18	1	1	0	1	1	1	1	1
YGR210-like_G4	PF08438.15	1	1	1	1	1	1	1	1
RPN6_N	PF18055.6	1	1	1	1	1	1	1	1
YIF1	PF03878.20	1	1	1	1	1	1	1	1
SHD1	PF03983.17	1	1	1	1	1	1	1	1
Med21	PF11221.13	1	1	1	1	1	1	1	1
Cyclin_D1_bind	PF12014.13	1	1	1	1	1	1	1	1
CM_2	PF01817.26	1	1	1	1	1	1	1	1
GCIP_N	PF13324.11	1	1	1	1	1	1	1	1
Kei1	PF08552.16	1	1	1	1	1	1	1	1
ACT_5	PF13710.11	1	1	1	1	1	1	1	1
PTPLA	PF04387.19	1	1	1	1	1	1	1	1
PhetRS_B1	PF18262.6	1	1	1	1	1	1	1	1
AIM5	PF17050.10	1	1	1	1	1	1	1	1
AsnRS_N	PF20917.2	1	1	1	1	1	1	1	1
MDM31_MDM32	PF08118.16	1	1	1	1	1	1	1	1
Thr_synth_N	PF14821.11	1	1	1	1	1	1	1	1
B5	PF03484.20	1	1	1	1	1	1	1	1
MAD	PF05557.18	1	1	1	0	1	2	1	1
Med12	PF09497.15	1	1	1	1	1	1	1	1
HYPK_UBA	PF19026.5	1	2	2	1	0	0	1	1
Mcl1_mid	PF12341.13	1	1	1	1	1	1	1	1
Rox3	PF08633.15	1	1	1	1	1	1	1	1
Rrp44_CSD1	PF17216.8	1	1	1	1	1	1	1	1
Dynein_heavy	PF03028.20	1	1	1	1	1	1	1	1
60KD_IMP	PF02096.25	1	1	1	1	1	1	1	1
GcvP2_C	PF21478.2	1	1	1	1	1	1	1	1
Fungal_KA1	PF16797.10	1	1	1	1	1	1	1	1
FAO_M	PF16350.10	1	1	1	1	1	1	1	1
UDP-g_GGTase	PF06427.16	1	1	1	1	1	1	1	1
PPIP5K2_N	PF18086.6	1	1	1	1	1	1	1	1
Dsc3_C	PF13373.11	1	1	1	1	1	1	1	1
baeRF_family10	PF18854.6	1	1	1	1	1	1	1	1
DUF1744	PF08490.17	1	1	1	1	1	1	1	1
Coq4	PF05019.18	1	1	1	1	1	1	1	1
Ribosomal_S24e	PF01282.24	1	1	1	1	1	1	1	1
mRNA_cap_C	PF03919.20	1	1	1	1	1	1	1	1
Indigoidine_A	PF04227.17	1	1	1	1	1	1	1	1
IKI3	PF04762.17	1	1	1	1	1	1	1	1
ApoO	PF09769.14	1	1	1	1	1	1	1	1
RRM_2	PF04059.17	1	1	1	1	1	1	1	1
GIDA_C_1st	PF21680.2	1	1	1	1	1	1	1	1
PIGO_PIGG	PF19316.4	0	1	1	1	1	1	1	1
YBL028C_N	PF10338.14	1	1	1	1	1	1	1	1
40S_S4_C	PF16121.10	1	1	1	1	1	1	1	1
ARPC4	PF05856.17	1	1	1	1	1	1	1	1
Nsp1_C	PF05064.18	1	1	1	1	1	1	1	1
DNA_primase_S	PF01896.24	1	1	1	1	1	1	1	1
PI4K_N	PF19274.4	1	1	1	1	1	1	1	1
SBE2_M	PF22874.1	1	1	1	1	1	1	1	1
Hikeshi-like_C	PF21057.2	1	1	1	1	1	1	1	1
Creatinase_N_2	PF16189.10	1	1	1	1	1	1	1	1
Bac_GDH_CD	PF05088.17	1	1	1	1	1	1	1	1
zf-DPOE	PF22912.1	1	1	1	1	1	1	1	1
PRCC	PF10253.14	1	1	1	1	1	1	1	1
CRIM	PF16978.10	1	1	1	1	1	1	1	1
Med1	PF10744.14	1	1	1	1	1	1	1	1
LacZ_4	PF16353.10	0	1	3	0	1	1	1	1
TAP42	PF04177.17	1	1	1	1	1	1	1	1
Peptidase_M48_N	PF16491.10	1	1	1	1	1	1	1	1
MSS51_C	PF20179.3	1	1	1	1	1	1	1	1
Got1	PF04178.17	1	1	1	1	1	1	1	1
E1_UFD	PF09358.15	1	1	1	1	1	1	1	1
Carb_kinase	PF01256.22	1	1	1	1	1	1	1	1
Erv26	PF04148.18	1	1	1	1	1	1	1	1
MIF	PF01187.23	1	1	1	1	1	1	1	1
Rax2_2	PF20842.3	1	1	1	1	1	1	1	1
DUF3535	PF12054.13	1	1	1	1	1	1	1	1
Arm_2	PF04826.18	1	1	1	1	1	1	1	1
hGDE_central	PF14702.11	1	1	1	1	1	1	1	1
SURF1	PF02104.20	1	1	1	1	1	1	1	1
ALG3	PF05208.18	1	1	1	1	1	1	1	1
Paf67	PF10255.14	1	1	1	1	1	1	1	1
Bap31_Bap29_C	PF18035.6	1	1	1	1	1	1	1	1
Globin	PF00042.27	0	0	1	1	2	1	2	1
SH3_12	PF18129.6	1	1	1	1	1	1	1	1
ANM3_C2H2_Zf	PF21137.2	1	1	1	1	1	1	1	1
eIF-6	PF01912.23	1	1	1	1	1	1	1	1
FTHFS	PF01268.24	1	1	1	1	1	1	1	1
Ctf4_C	PF20946.2	1	1	1	1	1	1	1	1
DUF5110	PF17137.9	1	1	1	1	1	1	1	1
Sin3a_C	PF16879.10	1	1	1	1	1	1	1	1
AA9	PF03443.19	1	1	3	2	0	0	0	0
REV1_C	PF16727.10	1	1	1	1	1	1	1	1
TMF_DNA_bd	PF12329.13	1	1	1	1	1	1	1	1
Peptidase_C50	PF03568.22	1	1	1	1	1	1	1	1
Ribosomal_S7e	PF01251.23	1	1	1	1	1	1	1	1
Rrn6_K-rich	PF20639.2	1	1	1	1	1	1	1	1
ZGRF1-like_N	PF10382.14	1	1	1	1	1	1	1	1
Fes1	PF08609.15	1	1	1	1	1	1	1	1
Ssl1	PF04056.19	1	1	1	1	1	1	1	1
TRAPPC-Trs85	PF12739.12	1	1	1	1	1	1	1	1
PigN	PF04987.19	1	0	1	2	1	1	1	1
Dynactin	PF12455.13	1	1	1	1	1	1	1	1
Svf1	PF08622.15	1	1	1	1	1	1	1	1
RAI1	PF08652.16	1	1	1	1	1	1	1	1
DUF7031	PF22997.1	1	1	1	1	1	1	1	1
Fer4_8	PF13183.11	1	1	1	1	1	1	1	1
Spt4	PF06093.18	1	1	1	1	1	1	1	1
IGPD	PF00475.23	1	1	1	1	1	1	1	1
RRS1	PF04939.17	1	1	1	1	1	1	1	1
AHAS-like_ACT	PF22629.1	1	1	1	1	1	1	1	1
HCNGP	PF07818.18	1	1	1	1	1	1	1	1
preSET_CXC	PF18264.6	1	1	1	1	1	1	1	1
NAPRTase	PF04095.21	1	1	1	1	1	1	1	1
STT3	PF02516.19	1	1	1	1	1	1	1	1
PAXNEB	PF05625.16	1	1	1	1	1	1	1	1
STIMATE	PF12400.13	1	1	1	1	1	1	1	1
Spindle_Spc25	PF08234.17	1	1	1	1	1	1	1	1
DCTN5	PF21711.2	1	1	1	1	1	1	1	1
Cytochrom_C	PF00034.26	1	1	1	1	1	1	1	1
PEP_hydrolase	PF09370.15	1	1	1	1	1	1	1	1
BAAT_C	PF08840.16	1	0	1	2	1	1	1	1
Chorismate_synt	PF01264.26	1	1	1	1	1	1	1	1
zf-C3HC4_5	PF17121.10	1	1	1	1	1	1	1	1
PRA1	PF03208.24	1	1	1	1	1	1	1	1
MOR2-PAG1_C	PF14225.11	1	1	1	1	1	1	1	1
COG4_C	PF20662.2	1	1	1	1	1	1	1	1
Ctf8	PF09696.15	1	1	1	1	1	1	1	1
zf-UBP_var	PF17807.6	1	1	1	1	1	1	1	1
XRN1_D2_D3	PF18334.6	1	1	1	1	1	1	1	1
LDB19	PF13002.12	1	1	1	1	1	1	1	1
NADH-G_4Fe-4S_3	PF10588.14	1	1	1	1	1	1	1	1
DASH_Ask1	PF08655.15	1	1	1	1	1	1	1	1
DUF4045	PF13254.11	1	1	1	1	1	1	1	1
TIP41	PF04176.18	1	1	1	1	1	1	1	1
CIAPIN1	PF05093.18	1	1	1	1	1	1	1	1
Na_sulph_symp	PF00939.24	1	1	1	1	1	1	1	1
Snx8_BAR_dom	PF19566.4	1	1	1	1	1	1	1	1
Exportin-5	PF19273.4	1	1	1	1	1	1	1	1
ARD	PF03079.19	1	1	1	1	1	1	1	1
Ilm1	PF10311.14	1	0	0	1	1	1	1	0
PEPCK_ATP	PF01293.25	1	1	1	1	1	1	1	1
OxoGdeHyase_C	PF16870.10	1	1	1	1	1	1	1	1
Ribosomal_L18A	PF01775.22	1	1	1	1	1	1	1	1
Myosin_N	PF02736.24	1	1	1	1	1	1	1	1
PMSR	PF01625.26	1	1	1	1	1	1	1	1
MIOX	PF05153.20	1	1	1	1	1	1	1	1
ATG1-like_MIT1	PF12063.13	1	1	1	1	1	1	1	1
Sdh5	PF03937.21	1	1	1	1	1	1	1	1
Asp_protease	PF09668.15	1	1	1	1	1	1	1	1
UQCC2_CBP6	PF20180.3	1	1	1	1	1	1	1	1
Thioredoxin_13	PF18401.6	1	1	1	1	1	1	1	1
Importin_rep_4	PF18808.6	1	1	1	1	1	1	1	1
NADH_dhqG_C	PF09326.16	1	1	1	1	1	1	1	1
COX24_C	PF08213.16	1	1	1	1	1	1	1	1
DUF3807	PF12720.12	1	1	1	1	1	1	1	1
Peptidase_S24	PF00717.28	1	1	1	1	1	1	1	1
KCH	PF16944.10	1	1	1	1	1	1	1	1
TAF6_C	PF07571.18	1	1	1	1	1	1	1	1
Ski2_N	PF17911.6	1	1	1	1	1	1	1	1
SAICAR_synt	PF01259.23	1	1	1	1	1	1	1	1
SF3A2	PF16835.10	1	1	1	1	1	1	1	1
Cupin_7	PF12973.12	2	0	1	2	1	1	1	0
ACC_central	PF08326.17	1	1	1	1	1	1	1	1
POL2_thumb	PF22634.1	1	1	1	1	1	1	1	1
HisG	PF01634.23	1	1	1	1	1	1	1	1
ERp29	PF07749.17	1	1	1	1	1	1	1	1
PAP_central	PF04928.22	1	1	1	1	1	1	1	1
STT3-PglB_core	PF21436.2	1	1	1	1	1	1	1	1
Ribosomal_L19e	PF01280.25	1	1	1	1	1	1	1	1
UBD	PF16455.10	1	1	1	1	1	1	1	1
E1_FCCH	PF16190.10	1	1	1	1	1	1	1	1
PIN_6	PF17146.9	1	1	1	1	1	1	1	1
PAP_NTPase	PF20750.2	1	1	1	1	1	1	1	1
Ribosomal_L30_N	PF08079.17	1	1	1	1	1	1	1	1
URO-D	PF01208.22	1	1	1	1	1	1	1	1
Vps16_C	PF04840.17	1	1	1	1	1	1	1	1
Tyr_Deacylase	PF02580.21	1	1	1	1	1	1	1	1
CLPTM1	PF05602.17	1	1	1	1	1	1	1	1
Reprolysin_2	PF13574.11	1	1	1	1	1	1	1	1
PMI_typeI_hel	PF20512.3	1	1	1	1	1	1	1	1
MVD-like_N	PF22700.1	1	1	1	1	1	1	1	1
DS	PF01916.22	1	1	1	1	1	1	1	1
AIRC	PF00731.25	1	1	1	1	1	1	1	1
Oxidored_q6	PF01058.27	1	1	1	1	1	1	1	1
PPR_1	PF12854.12	2	1	1	0	1	1	1	1
SMC_Nse1	PF07574.18	1	1	1	1	1	1	1	1
AAA_9	PF12781.12	1	1	1	1	1	1	1	1
Bact_lectin	PF18483.7	1	1	1	1	1	1	1	1
Vps53_N	PF04100.17	1	1	1	1	1	1	1	1
eIF2_C	PF09173.16	1	1	1	1	1	1	1	1
RPN6_C_helix	PF18503.6	1	1	1	1	1	1	1	1
CTU2	PF10288.14	1	1	1	1	1	1	1	1
Raffinose_syn	PF05691.17	1	1	1	1	1	1	1	1
Fuz_longin_2	PF19037.5	1	1	1	1	1	1	1	1
Fer4_9	PF13187.11	1	1	1	1	1	1	1	1
Beta_helix	PF13229.11	0	0	0	1	1	1	1	1
PMM	PF03332.18	1	1	1	1	1	1	1	1
Calsequestrin	PF01216.22	1	1	1	1	1	1	1	1
Gpi16	PF04113.19	1	1	1	1	1	1	1	1
V-ATPase_H_C	PF11698.13	1	1	1	1	1	1	1	1
Methyltrn_RNA_3	PF02598.22	1	1	1	1	1	1	1	1
Acetate_kinase	PF00871.22	1	1	1	1	1	1	1	1
mRNA_cap_enzyme	PF01331.24	1	1	1	1	1	1	1	1
Coatomer_g_Cpla	PF16381.10	1	1	1	1	1	1	1	1
HAGH_C	PF16123.10	1	1	1	1	1	1	1	1
CTP_transf_1	PF01148.25	1	1	1	1	1	1	1	1
Rsm22	PF09243.15	1	1	1	1	0	1	0	0
AcetylCoA_hyd_C	PF13336.11	0	1	1	1	1	1	1	2
HMG_CoA_synt_N	PF01154.22	1	1	1	1	1	1	1	1
BATS	PF06968.18	1	1	1	1	1	1	1	1
ESCRT-II	PF05871.17	1	1	1	1	1	1	1	1
Urb2	PF10441.14	1	1	1	1	1	1	1	1
MID_MedPIWI	PF18296.6	1	1	1	1	1	1	1	1
BCNT	PF07572.17	1	1	1	1	1	1	1	1
DIE2_ALG10	PF04922.17	1	1	1	1	1	1	1	1
EST1	PF10374.14	1	1	1	1	1	1	1	1
Inp1	PF12634.12	1	1	1	1	1	1	1	1
Nup192	PF11894.13	1	1	1	1	1	1	1	1
MRG	PF05712.18	1	1	1	1	1	1	0	2
Fcf2	PF08698.16	1	1	1	1	1	1	1	1
Diphthami_syn_2	PF01902.22	1	1	1	1	1	1	1	1
HTH_61	PF20470.3	1	1	1	1	1	1	1	1
NPCC	PF08058.16	1	1	1	1	1	1	1	1
DNA_pol_B_exo2	PF10108.14	1	1	1	1	1	1	1	1
Ribonuc_red_lgN	PF00317.26	1	1	1	1	1	1	1	1
Fibrillarin	PF01269.22	1	1	1	1	1	1	1	1
Ribosomal_S17e	PF00833.23	1	1	1	1	1	1	1	1
